epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,2996.65,0.82241,0.28489,0.0105,0.95458,0.93023,0.97456,0.76243,0.94923,0.39743,0.01834,0.00166934,0.00166934,0.00166934
169,3012.34,0.86699,0.31519,0.01048,0.97054,0.90698,0.9713,0.72723,1.056,0.45732,0.02274,0.00166736,0.00166736,0.00166736
170,3029.03,0.82703,0.29878,0.01071,0.97578,0.93702,0.97634,0.75883,1.01748,0.40814,0.01907,0.00166538,0.00166538,0.00166538
171,3045.99,0.83394,0.28396,0.0106,0.96092,0.95309,0.96713,0.75129,1.02883,0.45326,0.01839,0.0016634,0.0016634,0.0016634
172,3061.53,0.90904,0.3066,0.01197,0.96848,0.95271,0.96885,0.76019,1.03097,0.45655,0.02018,0.00166142,0.00166142,0.00166142
173,3081.54,0.86832,0.29365,0.01103,0.92465,0.92248,0.96511,0.73056,1.13298,0.51148,0.02653,0.00165944,0.00165944,0.00165944
174,3097.3,0.82271,0.29304,0.01061,0.97236,0.92248,0.97462,0.76012,1.00462,0.35759,0.01938,0.00165746,0.00165746,0.00165746
175,3113.12,0.80871,0.28278,0.0102,0.96838,0.94954,0.98589,0.7806,0.93679,0.34622,0.01798,0.00165548,0.00165548,0.00165548
176,3131.67,0.81406,0.303,0.01046,0.98247,0.92248,0.98126,0.75962,0.996,0.40931,0.01923,0.0016535,0.0016535,0.0016535
177,3150.01,0.84141,0.31934,0.01106,0.97504,0.90857,0.9713,0.74477,1.04271,0.50582,0.01963,0.00165152,0.00165152,0.00165152
178,3168.67,0.85651,0.30983,0.01053,0.9517,0.91641,0.97771,0.69975,1.16562,0.46663,0.02039,0.00164954,0.00164954,0.00164954
179,3186.24,0.85131,0.30048,0.01139,0.9451,0.95349,0.97283,0.75059,1.07053,0.44001,0.02227,0.00164756,0.00164756,0.00164756
